部分,考试类型,问题类型,问答对,筛选后三元组
高考学考,专科自主招生,录取结果相关事件篇,问：2024年艺术类专业和非艺术类专业的控制分数线都是100分，在录取规则上有不同吗？答：1）若考生填报的第一志愿院校第一专业是艺术类专业，但未被艺术类专业录取，且其统一文化课考试成绩达到非艺术类专业最低录取文化控制分数线，可按其所填的其他非艺术类专业志愿（包括第二志愿院校的志愿和征求志愿）投档、录取。2）若考生填报的第一志愿院校第一专业是非艺术类专业，则其所填的所有专业志愿（包括第二志愿院校的志愿和征求志愿）均按非艺术类专业的最低录取文化控制分数线进行投档、录取。（不对外公开部分，2023年艺术类和非艺术类控分线均为100分，但每年的实际情况都可能不同）,"['(2024年艺术类专业, 最低录取控制分数线, 100分)', '(2023年艺术类专业, 控分线, 100分)', '(非艺术类专业, 控制分数线, 100分)', '(2024年艺术类专业, 录取规则不同于, 非艺术类专业)', '(非艺术类专业志愿, 包括, 第二志愿院校的志愿)', '(非艺术类专业志愿, 包括, 征求志愿)']"
高考学考,专科自主招生,录取结果相关事件篇,问：拿到录取通知书后，个人的纸质档案怎么转递给录取高校？答：请考生凭录取通知书联系毕业学校，听从学校统一安排。,"['(考生, 申请档案转递, 毕业学校)', '(毕业学校, 统一安排转递, 纸质档案)']"
高考学考,专科自主招生,报名篇,问：报考专科层次依法自主招生需要满足什么条件？答：考生需要满足《上海市教育委员会关于做好2024年上海市普通高校考试招生报名工作的通知》（沪教委学〔2023〕40号）和《上海市教育考试院关于印发〈2024年上海市普通高校考试招生报名实施办法〉的通知》(沪教考院高招〔2023〕22号)相关要求。,[]
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：详见附件高考报名相关图表“2024年在沪报考普通高校条件一览表（专科层次依法自主招生考试）”。,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：本市户籍考生，本市高中阶段学校毕业生，应届毕业生；要求：高中阶段学校毕业或具有同等学力；有关证明：身份证，户籍证明；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：本市户籍考生，本市高中阶段学校毕业生，往届毕业生；要求：高中阶段学校毕业或具有同等学力；有关证明：身份证，户籍证明，毕业证书；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：本市户籍考生，非本市高中阶段学校毕业生，应届毕业生；要求：高中阶段学校毕业或具有同等学力；有关证明：身份证，户籍证明，学籍所在学校证明；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：本市户籍考生，非本市高中阶段学校毕业生，往届毕业生；要求：高中阶段学校毕业或具有同等学力；有关证明：身份证，户籍证明，毕业证书；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：本市户籍考生，驻外使领馆工作人员随任子女，应届毕业生；要求：高中阶段学校毕业或具有同等学力；有关证明：驻外使领馆出具回国证明，加盖使领馆印章；国外学校证明（译文版），本人常住户口登记卡；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：本市户籍考生，驻外使领馆工作人员随任子女，往届毕业生；要求：高中阶段学校毕业或具有同等学力；有关证明：驻外使领馆出具回国证明，加盖使领馆印章；国外学校证明（译文版），本人常住户口登记卡；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，持积分达到标准分值的《上海市居住证》人员子女，应届毕业生；要求：本市高中阶段学校毕业，且参加本市中招或父母一方连续持有《上海市居住证》3年；有关证明：持证人上海市居住证及积分通知单，持证人与考生的身份证；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，持积分达到标准分值的《上海市居住证》人员子女，往届毕业生；要求：本市高中阶段学校毕业，且参加本市中招或父母一方连续持有《上海市居住证》3年；有关证明：持证人上海市居住证及积分通知单，持证人与考生的身份证，毕业证书；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，持《上海市海外人才居住证》留学人员的子女，应届毕业生；要求：本市高中阶段学校毕业；有关证明：无；备注：市外国专家局锁定名单对象：非本市户籍考生，持《上海市海外人才居住证》留学人员的子女，往届毕业生；要求：无；有关证明：无；备注：市外国专家局锁定名单,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，持有效《具有本市户籍留学人员其持外国护照子女享受优惠政策证明》的留学人员其持外国护照子女，应届毕业生；要求：参加本市中招且具有本市高中阶段完整学习经历；有关证明：市人力资源社会保障局出具的《具有本市户籍留学人员其持外国护照子女享受优惠政策证明》；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，持有效《具有本市户籍留学人员其持外国护照子女享受优惠政策证明》的留学人员其持外国护照子女，往届毕业生；要求：2023年列入本市高考报名库；有关证明：市人力资源社会保障局出具的《具有本市户籍留学人员其持外国护照子女享受优惠政策证明》；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，父母双方或一方现属上海市常住户籍，应届毕业生；要求：参加本市中招且具有本市高中阶段完整学习经历；有关证明：父母一方现属本市户口的户籍证明，本人《上海市居住证》；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，父母双方或一方现属上海市常住户籍，往届毕业生；要求：2023年列入本市高考报名库；有关证明：父母一方现属本市户口的户籍证明，本人《上海市居住证》；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，父母双方或一方是经上海市人民政府合作交流办公室认定的驻沪机构工作人员，应届毕业生；要求：参加本市中招且具有本市高中阶段完整学习经历；有关证明：无；备注：名单由市教育考试院下达给各区,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，父母双方或一方是经上海市人民政府合作交流办公室认定的驻沪机构工作人员，往届毕业生；要求：2023年列入本市高考报名库；有关证明：无；备注：名单由市教育考试院下达给各区,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，本市高中阶段学校毕业，持《上海市居住证》人员，应届毕业生；要求：参加本市中招；有关证明：无；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，在沪台湾同胞，香港、澳门特别行政区永久居民，应届毕业生；要求：本市高中阶段学校毕业；有关证明：台湾：《台湾居民来往大陆通行证》（台胞证）；香港、澳门：永久性居民身份证和《港澳居民来往内地通行证》；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，在沪台湾同胞，香港、澳门特别行政区永久居民，往届毕业生；要求：本市高中阶段学校毕业；有关证明：台湾：《台湾居民来往大陆通行证》（台胞证）；香港、澳门：永久性居民身份证和《港澳居民来往内地通行证》；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，在沪定居并持有签发地为上海的《中华人民共和国外国人永久居留身份证》的外国人，应届毕业生；要求：高中阶段学校毕业；有关证明：签发地为上海的《中华人民共和国外国人永久居留身份证》；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，在沪定居并持有签发地为上海的《中华人民共和国外国人永久居留身份证》的外国人，往届毕业生；要求：高中阶段学校毕业；有关证明：签发地为上海的《中华人民共和国外国人永久居留身份证》；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，父母双方或一方是本市博士后科研流动站或工作站在站人员，应届毕业生；要求：高中阶段学校毕业；有关证明：市人力资源社会保障局证明；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，父母双方或一方是本市博士后科研流动站或工作站在站人员，往届毕业生；要求：高中阶段学校毕业；有关证明：市人力资源社会保障局证明；,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，梅山、大屯、鲁矿三地上海后方基地单位职工子女，应届毕业生；要求：参加本市中招且具有本市高中阶段完整学习经历；有关证明：无；备注：市教委锁定学生名单,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，梅山、大屯、鲁矿三地上海后方基地单位职工子女，往届毕业生；要求：参加本市中招且具有本市高中阶段完整学习经历；有关证明：无；备注：市教委锁定学生名单,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，持积分未达到标准分值的《上海市居住证》人员的同住子女，应届毕业生；要求：参加本市全日制普通中等职业学校自主招生考试且被本市中职学校录取具有学籍的毕业生；有关证明：持证人上海市居住证，持证人与考生的身份证；备注：市教委锁定学生名单,
高考学考,专科自主招生,报名篇,问：2024年专科层次依法自主招生报考资格？答：对象：非本市户籍考生，持积分未达到标准分值的《上海市居住证》人员的同住子女，往届毕业生；要求：参加本市全日制普通中等职业学校自主招生考试且被本市中职学校录取具有学籍的毕业生；有关证明：持证人上海市居住证，持证人与考生的身份证，毕业证书；备注：市教委锁定学生名单对象：非本市户籍考生，本市新疆、西藏中职班，应届毕业生；要求：本市高中阶段完整学习经历；有关证明：无；备注：市教委锁定学生名单,"['(专科自主招生, 年份, 2024年)']"
高考学考,专科自主招生,报名篇,问：报名专科层次依法自主招生后，还可以同时报考三校生高考吗？答：符合报名条件的考生可以同时报考三校生高考。若被专科自主招生院校录取，不再参加三校生高考。,"['(符合条件的考生, 可以同时报考, 三校生高考)', '(专科自主招生院校, 录取, 考生)', '(被专科自主招生院校录取的考生, 不再参加, 三校生高考)']"
高考学考,专科自主招生,报名篇,问：报报名专科层次依法自主招生后，还可以同时报考秋考吗？答：符合报名条件的考生可以同时报考秋考。若被专科自主招生院校录取，不再参加秋考。,"['(考生, 可同时报考, 秋考)', '(专科自主招生院校, 录取, 考生)', '(被专科自主招生院校录取的考生, 不再参加, 秋考)']"
高考学考,专科自主招生,报名篇,"问：考生目前是专科大一新生，满足2024年高考报名条件。对于当前的学校和专业不满意。还可以重新报名专科层次依法自主招生吗？答：见秋考15问——不属于报名对象的人员包括（1）具有普通高等学历教育资格的高校在校生，或已被普通高校录取并保留入学资格的学生（大学在籍）；
（2）高中阶段学校非应届毕业的在校生（高一、高二年级。三校生一、二年级等）；
（3）在高中阶段非应届毕业年份以弄虚作假手段报名并违规参加普通高校招生考试（包括全国统考、省级统考和高校单独组织的招生考试）的应届毕业生；
（4）因违反国家教育考试规定，被给予暂停参加普通高校招生考试处理且在停考期内的人员；
（5）因触犯刑法已被有关部门采取强制措施或正在服刑者，其中，未成年人按相关法律规定执行。","['(报名对象, 不包括, 普通高等学历教育资格的高校在校生)', '(报名对象, 不包括, 已被普通高校录取并保留入学资格的学生)', '(报名对象, 不包括, 高中阶段学校非应届毕业生)', '(报名对象, 不包括, 弄虚作假报名并违规参加普通高校招生考试的考生)', '(报名对象, 不包括, 违反国家教育考试规定且在停考期内的人员)', '(报名对象, 不包括, 触犯刑法并被采取强制措施或正在服刑者)']"
高考学考,专科自主招生,报名篇,问：考生目前是成人高校的学生，满足2024年高考报名条件。对于当前非全日制学校不满意。是否可以报考专科层次依法自主招生报考进全日制学校？答：可以报考，但须在规定时间自行办理完原学籍退学手续，否则不予注册全日制学籍。注：2024年需在3月30日前退出学籍。,"['(考生, 就读于, 成人高校)', '(考生, 满足, 2024年高考报名条件)', '(考生, 可以报考, 专科自主招生)', '(专科自主招生, 可录取至, 全日制学校)', '(考生, 需办理, 原学籍退学手续)', '(报考专科层次依法自主招生, 退学手续截止日期, 2024年3月30日)', '(原学籍退学手续, 必须完成, 注册全日制学籍)']"
高考学考,专科自主招生,报名篇,问：每年大概什么时候开始专科层次依法自主招生志愿填报？答：考生可以关注“上海招考热线”网站（www.shmeea.edu.cn）—首页—高考学考—专科自主招生栏目发布的“20XX年上海市部分普通高校专科自主招生志愿填报即将开始”相关信息。注：2024年专科层次依法自主招生志愿填报时间3月8日9:00-21:00、3月9日9:00-15:00。,"['(高考学考, 包含子栏目, 专科自主招生)']"
高考学考,专科自主招生,考试篇,问：专科自主招生的考试在什么时候？答：各招生院校制定的各项测试日期一般定于每年3月下旬，请考生以获取的准考证上的信息为准。注：2024年考试时间在3月23日8:30起。,"['(招生高校, 制定, 测试日期)', '(专科自主招生考试, 测试日期, 每年3月下旬)', '(考生, 需获取, 准考证)', '(准考证, 注明, 测试日期)']"
高考学考,专科自主招生,考试篇,问：准考证什么时候可以下载？怎样下载？答：已经报名缴费成功的考生请关注志愿院校的公告，以公告信息为准。,"['(考生, 需要完成, 报名缴费)', '(志愿学校, 发布, 公告)']"
高考学考,专科自主招生,考试篇,问：专科自主招生的考试不是由上海教育考试院负责吗？答：专科自主招生的考试由各院校组织负责。,"['(专科自主招生考试, 组织者, 各院校)']"
高考学考,专科自主招生,志愿篇,问：专科层次依法自主招生志愿填报在考试前还是考试后？答：专科层次依法自主招生志愿填报在先，考试在后。,"['(考生填报志愿, 先于, 考试)']"
高考学考,专科自主招生,志愿篇,问：最多可以填报几个志愿？答：考生可填报1所院校志愿，最多可填报4个专业志愿，一般专业志愿与艺体类专业志愿之间不得兼报，同时须勾选是否服从专业调剂。,"['(考生, 最多可填报, 院校志愿)', '(考生, 最多可填报, 4个专业志愿)', '(一般专业志愿, 不得兼报, 艺体类专业志愿)', '(考生, 勾选, 是否服从专业调剂)']"
高考学考,专科自主招生,志愿篇,问：有哪些院校和专业？答：考生可以关注“上海招考热线”网站（www.shmeea.edu.cn）—首页—高考学考—专科自主招生栏目发布的“20XX年上海市部分普通高校专科自主招生志愿填报即将开始”公告附件《20XX年专科自主招生专业目录》。注：2024年专科自主招生专业目录https://www.shmeea.edu.cn/download/20230308/101.pdf。,"['(上海招考热线网站, 包含栏目, 高考学考)', '(上海市教育考试院报名网站, 发布, 20XX年专科自主招生专业目录)', '(20XX年上海市部分普通高校专科自主招生志愿填报即将开始, 包含附件, 20XX年专科自主招生专业目录)']"
高考学考,专科自主招生,志愿篇,问：参加专科自主招生的院校只有上海的吗？答：是的。,"['(专科自主招生, 参与院校地区限定, 上海)', '(上海院校, 参与, 专科自主招生)', '(专科自主招生院校, 所在地, 上海)']"
高考学考,专科自主招生,志愿篇,问：专科层次依法自主招生有艺术类专业吗？答：有的，艺体类专业志愿和一般专业志愿不能兼报。,"['(专科自主招生, 包含, 艺术类专业)', '(艺体类专业志愿, 不能兼报, 一般专业志愿)']"
高考学考,专科自主招生,志愿篇,问：报名期间，志愿填报错误了还能再修改吗？答：志愿填报期间，考生可修改本人填报志愿信息，过时不再予以修改和补填。,"['(考生, 允许修改, 志愿信息)', '(志愿信息, 允许修改时间, 志愿填报期间)', '(志愿篇, 属于, 专科自主招生)']"
高考学考,专科自主招生,志愿篇,问：录取结果什么时候可以查询？答：专科自主招生的录取结果在各院校网站查询，具体时间请考生关注各院校的公告信息。,"['(录取结果, 查询渠道, 各院校官网)', '(考生, 关注, 各院校的公告信息)', '(专科自主招生, 录取结果发布渠道, 各院校官网)', '(各院校, 发布, 各院校的公告信息)']"
高考学考,专科自主招生,志愿篇,问：专科自主招生有征求志愿吗？答：一般有两次征求志愿。,"['(专科自主招生, 有, 两次征求志愿)']"
高考学考,专科自主招生,志愿篇,问：征求志愿在什么时候填报？答：考生可以关注“上海招考热线”网站（www.shmeea.edu.cn）—首页—高考学考—专科自主招生栏目发布的“20XX年上海市部分普通高校专科层次依法自主招生第X次征求志愿即将开始”公告。注：2024年征求志愿填报时间第一次在4月2日9:00-15:00。第二次在4月5日9:00-14:00。,"['(高考学考栏目, 包含, 专科自主招生栏目)', '(征求志愿, 年份, 2024年)', '(专科自主招生第二次征求志愿, 填报日期, 4月5日)']"
高考学考,专科自主招生,志愿篇,问：征求志愿在哪填报？答：考生在规定时间登录“上海招考热线”网站（www.shmeea.edu.cn）首页—志愿填报内选择对应的模块。,"['(考生, 登录, 上海市教育考试院报名网站)', '(征求志愿, 填报平台, 上海招考热线网站)', '(上海招考热线首页, 包含, 考生填报志愿)']"
高考学考,专科自主招生,志愿篇,问：征求志愿的录取结果在哪查询？答：专科自主招生征求志愿录取结果依旧在各院校的网站上，具体信息请考生关注各院校的公告。,"['(征求志愿, 属于, 专科自主招生)', '(录取结果, 发布于, 各院校官网)', '(考生, 关注, 各院校的公告信息)', '(各院校的公告信息, 发布在, 各院校官网)']"
高考学考,专科自主招生,志愿篇,问：普通高中学业水平合格性考试成绩有一门科目或部分科目成绩不合格也属于成绩齐全？答：是的。,[]
高考学考,专科自主招生,录取相关篇,问：专科自主招生的录取规则有哪些？答：专科自主招生的录取规则与其他考试不同，针对考生不同的身份制定不同规则。（1）对普通高中学业水平合格性考试成绩齐全的高中应届毕业生，采用普通高中学业水平合格性考试成绩与职业适应性测试成绩相结合的办法录取。作为录取依据的总分由普通高中学业水平合格性考试成绩和职业适应性测试成绩组成。其中，普通高中学业水平合格性考试成绩（思想政治、历史、地理、物理、化学、生物学/生命科学、信息技术/信息科技7门科目），以市教育考试院组织的考试成绩为准。普通高中学业水平合格性考试成绩折算办法与职业适应性测试考核方式，以及两者分值比例，均由试点院校自主确定，并在招生章程中公布。试点院校以总分从高到低排序，并将普通高中学生综合素质评价信息作为重要参考，按招生计划择优录取。 （2）对中等职业教育的公共基础课程语文、数学、英语3门科目合格性考试成绩齐全的中等职业学校（含中专、职校和技校）应届毕业生，采用文化素质测试成绩与职业技能测试成绩相结合的办法录取。文化素质测试使用中等职业学校学生学业水平公共基础课语文、数学、英语3门科目的合格性考试成绩，每门满分50分，共计150分，以市教育考试院组织的考试成绩为准，其中“合格”计50分，“不合格”但参加学校组织的补考（补考成绩提供时间为2月28日之前）“合格”计45分，“不合格”且参加学校组织的补考仍“不合格”或未参加补考计25分。职业技能测试为素质技能测试（统一命题）或校考，满分100分，具体由试点院校自主确定其中一项，并在招生章程中公布。作为录取依据的总分由文化素质测试成绩和职业技能测试成绩直接合成。试点院校以总分从高到低排序，参考考生的学业水平等级性考试成绩、专业技能学习成果记录等，并将综合素质评价信息作为重要参考，按招生计划择优录取。（3）对高中往届毕业生、普通高中学业水平合格性考试成绩不全的高中应届毕业生、中等职业学校（含中专、职校和技校）往届毕业生及中等职业教育的公共基础课程语文、数学、英语3门科目合格性考试成绩不全的中等职业学校（含中专、职校和技校）应届毕业生及符合报考条件的下岗失业人员、农民工、高素质农民等，采用统一入学测试成绩与职业技能测试成绩相结合的办法录取。其中：一般专业：作为录取依据的总分由统一入学测试成绩、职业技能测试成绩直接合成。统一入学测试成绩满分150分，职业技能测试成绩满分100分。艺体类专业：考试录取办法同上，录取时统一入学测试成绩和职业技能测试成绩的分值比例由试点院校自主确定，并在招生章程中公布。对高中毕业生，试点院校以总分从高到低排序，须参考普通高中学生综合素质评价信息，按招生计划择优录取。对中等职业学校（含中专、职校和技校）毕业生，试点院校以总分从高到低排序，须参考考生的学业水平等级性考试成绩、专业技能学习成果记录及其他综合素质评价信息，按招生计划择优录取。（4）退役军人的考试招生录取办法请查看院校的招生简章信息。,"['(高中学业水平合格考, 组织者, 市教育考试院)', '(试点院校, 自主确定, 普通高中学业水平合格性考试成绩折算办法)', '(职业技能测试, 测试类型为, 素质技能测试或校考)', '(试点院校, 参考, 综合素质评价信息)', '(统一入学测试成绩, 作为录取依据, 高中往届毕业生)', '(退役军人, 录取办法参见, 院校招生简章)', '(中等职业学校公共基础课合格性考试, 调整分数计算规则, 补考)']"
高考学考,高考报名相关图标,各类考试项目兼报一览表,学校类型：高中生，考生类型：本市户籍应届毕业生（本市学籍），春考：可报，专科自主招生：可报，三校生高考：不可报，秋考（含1月外语）：可报，中高职贯通：不可报，五年一贯制：不可报,
高考学考,高考报名相关图标,各类考试项目兼报一览表,学校类型：高中生，考生类型：本市户籍应届毕业生（外省市学籍），春考：可报，专科自主招生：可报，三校生高考：不可报，秋考（含1月外语）：可报，中高职贯通：不可报，五年一贯制：不可报,
高考学考,高考报名相关图标,各类考试项目兼报一览表,学校类型：高中生，考生类型：本市户籍往届毕业生，春考：可报，专科自主招生：可报，三校生高考：不可报，秋考（含1月外语）：可报，中高职贯通：不可报，五年一贯制：不可报,
高考学考,高考报名相关图标,各类考试项目兼报一览表,学校类型：高中生，考生类型：本市户籍同等学力，春考：可报，专科自主招生：可报，三校生高考：不可报，秋考（含1月外语）：可报，中高职贯通：不可报，五年一贯制：不可报,
高考学考,高考报名相关图标,各类考试项目兼报一览表,"学校类型：高中生，考生类型：非本市户籍符合高考报名资格的应届毕业生（本市学籍），春考：可报，专科自主招生：可报，三校生高考：不可报，秋考（含1月外语）：可报，中高职贯通：不可报，五年一贯制：不可报
",
高考学考,高考报名相关图标,各类考试项目兼报一览表,学校类型：高中生，考生类型：非本市户籍符合高考报名资格的往届毕业生，春考：可报，专科自主招生：可报，三校生高考：不可报，秋考（含1月外语）：可报，中高职贯通：不可报，五年一贯制：不可报,
高考学考,高考报名相关图标,各类考试项目兼报一览表,学校类型：高中生，考生类型：新疆西藏班，春考：不可报，专科自主招生：不可报，三校生高考：不可报，秋考（含1月外语）：可报，中高职贯通：不可报，五年一贯制：不可报,
高考学考,高考报名相关图标,各类考试项目兼报一览表,学校类型：三校生，考生类型：本市户籍应届毕业生（本市学籍），春考：不可报，专科自主招生：可报，三校生高考：二选一，秋考（含1月外语）：二选一，中高职贯通：不可报，五年一贯制：不可报,
高考学考,高考报名相关图标,各类考试项目兼报一览表,学校类型：三校生，考生类型：本市户籍应届毕业生（外省市学籍），春考：不可报，专科自主招生：可报，三校生高考：不可报，秋考（含1月外语）：可报，中高职贯通：不可报，五年一贯制：不可报,
高考学考,高考报名相关图标,各类考试项目兼报一览表,学校类型：三校生，考生类型：本市户籍往届毕业生，春考：可报，专科自主招生：可报，三校生高考：不可报，秋考（含1月外语）：可报，中高职贯通：不可报，五年一贯制：不可报,
高考学考,高考报名相关图标,各类考试项目兼报一览表,"学校类型：三校生，考生类型：非本市户籍符合高考报名资格的应届毕业生（本市学籍），春考：不可报，专科自主招生：可报，三校生高考：二选一，秋考（含1月外语）：二选一，中高职贯通：不可报，五年一贯制：不可报
",
高考学考,高考报名相关图标,各类考试项目兼报一览表,学校类型：三校生，考生类型：非本市户籍符合高考报名资格的应届毕业生，春考：可报，专科自主招生：可报，三校生高考：不可报，秋考（含1月外语）：可报，中高职贯通：不可报，五年一贯制：不可报,
高考学考,高考报名相关图标,各类考试项目兼报一览表,学校类型：三校生，考生类型：应届随迁子女（本市学籍），春考：不可报，专科自主招生：可报，三校生高考：可报专科层次，秋考（含1月外语）：不可报，中高职贯通：不可报，五年一贯制：不可报,
高考学考,高考报名相关图标,各类考试项目兼报一览表,学校类型：三校生，考生类型：往届随迁子女（本市学籍），春考：不可报，专科自主招生：可报，三校生高考：不可报，秋考（含1月外语）：不可报，中高职贯通：不可报，五年一贯制：不可报,
高考学考,高考报名相关图标,各类考试项目兼报一览表,"学校类型：三校生，考生类型：应届三校生（中高职贯通），春考：不可报，专科自主招生：不可报，三校生高考：不可报，秋考（含1月外语）：不可报，中高职贯通：可报，五年一贯制：不可报
",
高考学考,高考报名相关图标,各类考试项目兼报一览表,学校类型：三校生，考生类型：应届三校生（中本贯通），春考：不可报，专科自主招生：不可报，三校生高考：可报，秋考（含1月外语）：不可报，中高职贯通：不可报，五年一贯制：不可报,
高考学考,高考报名相关图标,各类考试项目兼报一览表,"学校类型：三校生，考生类型：应届三校生（五年一贯制），春考：不可报，专科自主招生：不可报，三校生高考：不可报，秋考（含1月外语）：不可报，中高职贯通：不可报，五年一贯制：可报
",
高考学考,高考报名相关图标,各类考试项目兼报一览表,学校类型：三校生，考生类型：新疆内职班，春考：不可报，专科自主招生：可报，三校生高考：不可报，秋考（含1月外语）：不可报，中高职贯通：不可报，五年一贯制：不可报,
高考学考,高考报名相关图标,高考大报名材料提供一览表,本市户籍，对象：00.高中阶段考生，要求：应届、往届，高中阶段学校或具有同等学力证明材料：身份证、户籍证明、毕业证书,
高考学考,高考报名相关图标,高考大报名材料提供一览表,"本市户籍，对象：00.驻外使领馆工作人员随任子女，要求：应届、高中阶段学校或具有同等学力，证明材料：驻外使领馆出具回国证明（加盖使领馆印章），国外学历证明
非本市户籍，对象：A1持积分达到标准分值的《上海市居住证》人员子女，要求：应届、往届，本市高中阶段学校毕业且参加本市中考或本市高中阶段学校毕业且父母一方续持《上海市居住证》三年，证明材料：持证人上海市居住证及积分通知单，持证人与考生的身份证，毕业证书",
高考学考,高考报名相关图标,高考大报名材料提供一览表,非本市户籍，对象：A2持《上海市海外人才居住证》留学人员的子女，要求：应届、往届，证明材料：市外专属锁定名单，留学人员及其子女的身份证明和居住证,
高考学考,高考报名相关图标,高考大报名材料提供一览表,非本市户籍，对象：A9持有效《具有本市户籍留学人员其持外国护照子女享受优惠政策证明》的留学人员其持外国护照子女，要求：应届、往届，参加本市中考具有本市高中阶段完整学习经历或2023年列入本市高考报名库，证明材料：市人力资源社会保障局出具的《具有本市户籍留学人员其持外国护照子女享受优惠政策证明》,
高考学考,高考报名相关图标,高考大报名材料提供一览表,非本市户籍，对象：A3父母双方或一方现属上海市常住户籍考生，要求：应届、往届，参加本市中考具有本市高中阶段完整学习经历或2023年列入本市高考报名库，证明材料：父母一方现属本市户口的户籍证明，本人《上海市居住证》,
高考学考,高考报名相关图标,高考大报名材料提供一览表,非本市户籍，对象：A5父母双方或一方是经上海市人民政府合作交流办公室认定的驻沪机构工作人员，要求：应届、往届，参加本市中考具有本市高中阶段完整学习经历或2023年列入本市高考报名库，证明材料：名单由市教育考试院下达给各区,
高考学考,高考报名相关图标,高考大报名材料提供一览表,"非本市户籍，对象：C1在沪台湾同胞，香港、澳门特别行政区永久居民，要求：应届、往届，本市高中阶段学校毕业，证明材料：香港、澳门永久性居民身份证和《港澳居民来往内地通行证》；台湾《台湾居民来往大陆通行证》（台胞证）
",
高考学考,高考报名相关图标,高考大报名材料提供一览表,非本市户籍，对象：A6在沪定居并持有签发地方上海的《中华人民共和国外国人永久居留身份证》的外国人，要求：应届、往届，高中阶段学校毕业，证明材料：《中华人民共和国外国人永久居留身份证》,
高考学考,高考报名相关图标,高考大报名材料提供一览表,"非本市户籍，对象：A7父母双方或一方是本市博士后科研流动站或工作站在站人员，要求：应届、往届，高中阶段学校毕业，证明材料：市人力资源和社会保障局证明
非本市户籍，对象：B2梅山、大屯、鲁矿三地上海后方基地单位职工子女，要求：应届、往届，参加本市中考具有本市高中阶段完整学习经历，证明材料：市教委锁定学生名单",
高考学考,高考报名相关图标,高考大报名材料提供一览表,非本市户籍，对象：B4持积分未达到标准分值的《上海市居住证》人员的同住子女，要求：应届、往届，参加本市全日制普通中等职业学校自主招生考试且被本是中职学校录取具有学籍的毕业生，证明材料：市教委锁定学生名单，持证人上海市居住证，持证人与考生的身份证，毕业证书,
高考学考,高考报名相关图标,高考大报名材料提供一览表,非本市户籍，对象：本市新疆、西藏中职班考生，要求：应届、往届，本市高中阶段完整学习经历，证明材料：市教委锁定学生名单,
